Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Number Households,Median Income,Label
-122.26,37.77,52,1565,315,637,297,47778,1
-122.26,37.77,52,1704,371,663,340,42260,1
-122.26,37.77,52,1210,168,411,172,33571,1
-122.26,37.77,52,2097,444,915,413,29899,1
-122.26,37.77,52,1848,479,921,477,28750,1
-122.24,37.77,43,955,284,585,266,23882,0
-122.25,37.77,43,4329,1110,2086,1053,29750,1
-122.23,37.76,52,3011,542,1303,535,51039,1
-122.23,37.76,52,1049,185,374,176,41458,1
-122.24,37.76,52,2504,516,979,472,34762,1
-122.24,37.76,52,1846,471,827,446,26833,1
-122.23,37.76,52,1705,246,658,253,57500,1
-122.23,37.75,50,1542,289,654,268,39632,1
-122.24,37.75,45,891,,384,146,49489,1
-122.24,37.75,27,4051,753,1499,797,48711,1
-122.24,37.76,52,2646,581,1128,522,30718,1
-122.24,37.76,49,2428,525,1110,492,36719,1
-122.24,37.76,52,2567,436,1119,415,46094,1
-122.24,37.73,21,7031,1249,2930,1235,45213,1
-122.25,37.74,25,1914,365,897,390,44562,1
-122.24,37.72,5,18634,2885,7427,2718,76110,1
-122.27,37.73,31,5785,1379,2973,1312,32689,1
-122.25,37.76,52,2876,648,1340,632,35670,1
-122.27,37.74,28,6909,1554,2974,1484,36875,1
-122.27,37.77,23,5679,1270,2690,1151,47695,1
-122.28,37.75,20,1156,365,583,326,31972,0
-122.06,37.77,12,14316,2045,5781,2007,72634,1
-122.06,37.73,5,3596,467,1738,512,70568,1
-122.06,37.71,36,3541,570,1478,529,46350,1
-122.07,37.71,40,1808,302,746,270,53015,1
-122.07,37.71,36,2879,480,1235,455,49801,1
-122.07,37.72,26,3204,477,1411,484,54834,1
-122.08,37.72,31,3866,531,1368,521,61870,1
-122.08,37.72,32,2476,368,1048,367,56194,1
-122.08,37.71,35,2211,350,1004,365,54639,1
-122.09,37.71,35,2663,387,1086,367,51498,1
-122.1,37.72,30,2599,366,922,350,58382,1
-122.11,37.71,36,4569,824,1950,819,46500,1
-122.1,37.7,25,2973,622,1413,595,43819,1
-122.1,37.69,30,3115,625,1444,568,37222,0
-122.09,37.71,31,1843,282,749,269,52855,1
-122.09,37.7,31,2053,336,867,329,43375,1
-122.1,37.71,27,6740,1073,2723,1035,52131,1
-122.09,37.7,30,1751,269,731,263,60050,1
-122.08,37.71,38,1663,295,781,301,50519,1
-122.08,37.71,38,3716,657,1784,652,48237,1
-122.08,37.7,32,2718,447,1156,410,52497,1
-122.07,37.7,39,1420,272,645,277,41250,1
-122.06,37.7,37,1893,310,821,315,46005,1
-122.06,37.7,33,3906,790,1912,770,35187,1
-122.07,37.7,32,3400,736,1487,694,30000,1
-122.08,37.7,25,3402,758,1645,710,34934,1
-122.09,37.7,33,4413,1107,2239,1051,29861,1
-122.07,37.69,29,2304,618,1021,552,25362,1
-122.08,37.69,36,2350,499,1105,467,33021,0
-122.07,37.69,31,5914,1309,2999,1295,30964,0
-122.08,37.69,43,1575,324,740,284,28512,0
-122.08,37.69,42,1414,274,629,244,33478,0
-122.08,37.68,37,848,202,314,205,23958,0
-122.08,37.68,15,3051,685,1479,668,35295,1
-122.09,37.69,20,4296,817,1732,800,48036,0
-122.15,37.74,52,2898,557,1338,550,38510,0
-122.14,37.74,52,1071,201,440,192,40662,1
-122.14,37.73,51,2619,403,922,393,46042,1
-122.15,37.74,49,1494,316,611,288,22000,0
-122.16,37.73,52,2260,416,994,412,41164,0
-122.15,37.74,52,1394,223,545,230,39500,1
-122.15,37.73,52,1028,129,317,143,49135,1
-122.15,37.73,45,3758,819,1573,736,28355,1
-122.17,37.73,46,2163,470,925,435,32500,0
-122.16,37.73,49,1699,408,768,385,28301,0
-122.17,37.73,52,1555,289,620,292,37159,0
-122.16,37.73,52,1114,206,425,207,25625,0
-122.18,37.72,45,1498,313,1003,305,38047,0
-122.18,37.71,45,726,147,519,135,33750,0
-122.17,37.71,38,890,200,481,198,32440,0
-122.18,37.7,36,2639,533,1209,519,40268,1
-122.18,37.7,35,2562,554,1398,525,33906,0
-122.19,37.71,36,361,69,158,58,55461,1
-122.17,37.72,42,3008,659,1817,664,33710,0
-122.17,37.72,46,1369,284,766,289,35313,0
-122.17,37.72,5,1692,398,814,328,36630,0
-122.16,37.72,38,1007,245,618,239,28750,0
-122.17,37.72,43,3783,814,2139,789,40202,0
-122.16,37.71,37,1507,242,632,253,45553,0
-122.16,37.71,36,666,132,366,134,34643,0
-122.16,37.72,10,2229,601,877,485,33431,0
-122.15,37.73,28,2215,587,830,573,21898,0
-122.15,37.72,31,1616,372,739,379,29097,1
-122.15,37.72,47,1190,251,540,266,33750,0
-122.15,37.72,29,4169,1047,2024,962,28125,0
-122.14,37.73,52,2024,320,823,334,50000,1
-122.14,37.73,38,1723,394,711,353,30673,1
-122.14,37.73,43,2264,390,931,368,38125,1
-122.13,37.73,33,1996,268,686,270,69096,1
-122.13,37.72,26,2862,394,1030,397,79120,1
-122.13,37.72,35,2183,383,976,392,38393,1
-122.12,37.71,35,1037,207,552,210,40000,0
-122.13,37.72,25,1134,153,340,171,65095,1
-122.14,37.72,39,786,132,288,132,35156,1
-122.14,37.72,45,1397,253,555,248,29830,1
-122.13,37.72,45,2315,451,1006,444,35240,0
-122.13,37.71,44,1613,339,776,346,31103,0
-122.13,37.71,44,1421,298,609,270,35781,0
-122.15,37.71,18,5778,1526,2441,1352,31682,1
-122.14,37.71,27,3094,866,1364,789,26101,0
-122.14,37.71,18,3905,1007,2197,1044,36932,0
-122.13,37.7,43,3046,557,1333,544,34583,0
-122.13,37.7,19,3516,710,1810,703,39032,1
-122.15,37.71,36,998,178,531,183,40208,0
-122.15,37.7,36,1464,244,672,261,35547,0
-122.14,37.7,17,1463,292,695,330,45859,0
-122.13,37.7,21,4124,1054,2162,998,26321,1
-122.13,37.69,17,2380,769,1216,643,33950,1
-122.14,37.7,36,1266,228,606,239,39702,0
-122.16,37.7,36,2239,391,1203,379,50043,0
-122.14,37.69,38,1571,317,874,301,44659,0
-122.15,37.69,38,1246,221,637,222,36625,0
-122.15,37.69,36,1501,287,703,276,38864,0
-122.15,37.7,36,1468,252,733,229,34583,0
-122.16,37.69,36,1118,219,625,228,37813,0
-122.16,37.7,36,1097,208,568,225,29917,0
-122.16,37.7,36,1719,303,836,311,44375,0
-122.17,37.7,24,1755,365,952,362,40000,1
-122.16,37.68,16,1687,348,568,352,23869,0
-122.17,37.69,24,2262,391,1125,366,47609,1
-122.18,37.68,5,2087,407,840,401,54858,0
-122.16,37.69,36,1480,278,796,283,43971,1
-122.15,37.69,36,1545,273,863,267,40109,0
-122.15,37.68,35,2632,447,1349,486,43864,1
-122.15,37.68,30,2261,443,929,383,42841,1
-122.15,37.69,39,1670,308,957,335,51312,0
-122.14,37.69,37,2141,535,1093,555,29958,0
-122.14,37.68,27,3337,613,1489,607,36364,1
-122.14,37.68,31,3184,716,1561,628,27955,0
-122.1,37.69,44,2341,500,1256,485,29507,0
-122.12,37.69,30,1197,269,695,279,34375,0
-122.13,37.69,34,1131,278,560,237,28750,0
-122.12,37.71,38,1164,284,632,289,30345,0
-122.12,37.7,41,3495,787,1849,750,26790,0
-122.12,37.7,17,2488,617,1287,538,29922,0
-122.12,37.69,35,2681,508,1580,536,41042,0
-122.12,37.7,19,2495,635,1571,579,25833,0
-122.11,37.7,23,1689,461,828,443,21552,0
-122.11,37.7,29,1298,306,835,338,23274,0
-122.11,37.7,19,2693,789,1765,724,24206,0
-122.1,37.69,41,746,,387,161,39063,0
-122.11,37.69,37,2444,651,1562,618,26464,0
-122.11,37.69,42,1472,310,768,309,34643,0
-122.12,37.69,10,2227,560,1140,472,23973,0
-122.03,37.69,20,200,25,83,31,65000,1
-121.97,37.64,32,1283,194,485,171,60574,1
-122.02,37.63,6,2445,590,1189,573,38958,1
-122.04,37.63,21,1307,236,586,249,47813,1
-122.05,37.63,5,3785,936,2240,792,32829,0
-122.04,37.66,10,2031,357,867,352,53169,1
-122.04,37.65,10,8299,1326,3827,1288,62579,1
-122.05,37.68,23,7518,1279,3827,1294,51701,1
-122.07,37.68,36,1815,426,1280,431,32500,1
-122.06,37.68,30,5367,1207,2667,1047,31796,0
-122.08,37.68,26,1167,370,253,137,24196,1
-122.08,37.68,26,2607,682,1401,607,26563,0
-122.08,37.67,29,493,168,233,152,9637,0
-122.09,37.67,48,1252,305,673,308,23357,0
-122.09,37.68,41,1382,353,704,314,35114,0
-122.09,37.69,43,500,110,273,120,33125,0
-122.09,37.68,29,2333,538,1120,540,24042,1
-122.09,37.68,41,1834,463,1105,467,28322,0
-122.09,37.68,43,1415,348,569,293,25156,0
-122.1,37.68,37,1352,342,691,324,34032,0
-122.1,37.68,37,2116,503,1109,448,25350,0
-122.11,37.68,37,1976,481,1197,465,25772,0
-122.1,37.68,38,1779,413,1061,400,30962,0
-122.1,37.67,34,3659,897,2479,903,29564,0
-122.1,37.68,31,1892,428,1162,389,31250,0
-122.12,37.68,35,1958,484,1146,448,29500,0
-122.12,37.68,40,1553,253,724,267,43800,0
-122.12,37.68,37,2412,394,975,375,40417,0
-122.11,37.67,36,2110,389,952,370,38000,0
-122.12,37.68,45,2179,401,1159,399,34839,0
-122.13,37.68,45,2457,445,1129,422,40588,0
-122.13,37.68,44,2147,399,1175,401,41974,0
-122.13,37.68,43,1676,340,924,328,36000,0
-122.14,37.68,35,2976,518,1424,538,42670,1
-122.14,37.67,34,3036,533,1366,500,42386,0
-122.15,37.67,35,2472,398,1171,390,55797,0
-122.14,37.67,36,1487,249,641,243,40682,0
-122.13,37.67,38,2012,347,880,332,31734,0
-122.14,37.67,37,3342,,1635,557,47933,0
-122.14,37.67,37,3156,534,1495,543,48125,0
-122.13,37.67,40,1748,318,914,317,38676,0
-122.12,37.67,33,3429,681,1798,694,39395,0
-122.13,37.67,42,3592,703,1625,665,32434,0
-122.11,37.67,38,1035,247,599,224,30917,0
-122.11,37.67,32,3028,811,2037,703,30645,0
-122.09,37.67,33,2431,655,1854,603,27019,0
-122.09,37.67,39,2069,500,1408,478,31115,0
-122.09,37.66,40,1340,313,766,271,34722,0
-122.09,37.66,39,1160,259,725,274,22222,0
-122.05,37.68,32,2015,318,1019,340,61104,1
-122.06,37.67,22,3882,816,1830,743,42733,0
-122.07,37.67,27,3239,671,1469,616,32465,1
-122.07,37.67,28,2932,739,1198,624,32417,1
-122.07,37.67,38,2104,409,1039,394,38750,0
-122.04,37.67,29,1694,251,690,242,60501,1
-122.04,37.67,18,3000,419,1155,415,68233,1
-122.04,37.66,23,2419,348,1066,384,63501,1
-122.07,37.66,28,2280,610,1255,587,26719,0
-122.07,37.66,21,5031,1168,2461,1042,38750,0
-122.08,37.66,33,1547,372,1063,356,25625,0
-122.07,37.65,31,3300,790,2181,740,30160,0
-122.08,37.65,17,5018,1439,3069,1299,27694,0
-122.08,37.65,35,1813,393,1093,374,36818,0
-122.08,37.66,37,1997,436,1349,437,21382,0
-122.1,37.66,37,901,191,599,206,37303,0
-122.1,37.66,35,686,142,480,149,38750,0
-122.1,37.66,33,1954,464,1293,448,30489,0
-122.09,37.65,27,2630,722,1414,634,28203,0
-122.09,37.65,35,1130,192,543,184,43897,0
-122.09,37.65,35,1184,200,572,194,47143,0
-122.1,37.66,34,656,115,342,112,46875,1
-122.11,37.66,29,2544,643,2332,603,32091,0
-122.1,37.66,36,1305,225,768,234,42750,0
-122.11,37.66,36,1755,316,913,299,41302,0
-122.11,37.66,35,2843,652,1726,643,30900,0
-122.1,37.65,25,2538,494,1185,501,45417,0
-122.1,37.64,28,1784,311,735,278,46635,1
-122.1,37.65,31,1797,327,796,319,44427,1
-122.1,37.65,36,410,76,252,82,45303,0
-122.12,37.65,26,162,27,86,25,23750,0
-122.1,37.63,18,9963,2031,5613,1946,38171,0
-122.1,37.61,35,2361,458,1727,467,45281,0
-122.13,37.66,19,862,167,407,183,43456,0
-122.11,37.65,18,4335,808,2041,734,34861,1
-122.11,37.64,31,1487,280,854,301,52312,0
-122.11,37.64,8,3592,849,1907,746,36708,0
-122.12,37.64,40,432,102,264,77,38875,1
-122.09,37.63,34,1457,242,735,249,39167,0
-122.09,37.64,32,1578,284,836,292,39063,0
-122.1,37.63,29,2172,435,1377,408,37895,0
-122.08,37.64,36,1340,245,789,248,38000,0
-122.08,37.64,36,1116,199,662,226,57309,0
-122.09,37.64,36,1885,307,853,271,41141,0
-122.09,37.64,36,1180,212,664,200,52838,0
-122.08,37.64,30,5267,1253,4065,1113,33479,0
-122.08,37.64,23,1897,440,1109,418,31420,0
-122.08,37.63,31,767,171,548,185,37614,0
-122.08,37.63,33,691,127,431,149,42500,0
-122.08,37.64,36,786,133,463,160,39338,0
-122.07,37.64,22,5861,1516,5436,1463,25158,0
-122.07,37.63,27,2784,723,2028,693,24808,0
-122.07,37.64,25,4524,860,2426,862,47083,0
-122.06,37.64,37,1468,304,1038,282,41652,0
-122.06,37.64,20,1655,450,857,430,35541,1
-122.06,37.65,33,1227,286,848,291,38036,0
-122.06,37.64,33,1160,252,729,220,38259,0
-122.04,37.63,33,952,172,369,159,32331,1
-122.03,37.62,35,2072,352,1001,350,47109,0
-122.03,37.62,32,2964,547,1472,527,42468,1
-122.04,37.62,35,1032,173,453,176,63960,1
-122.04,37.62,35,657,118,328,134,38125,1
-122.04,37.62,32,1540,324,793,302,32857,0
-122.03,37.62,35,1298,236,632,204,38929,1
-122.03,37.61,36,1409,271,1002,281,37262,0
-122.03,37.61,37,1383,259,808,241,40125,0
-122.04,37.61,36,1151,216,727,215,41719,0
-122.04,37.62,35,899,179,455,185,42857,0
-122.08,37.63,37,1793,364,1534,346,36458,0
-122.08,37.62,17,2485,518,1139,550,26875,0
-122.07,37.63,35,1931,376,1175,337,37292,0
-122.07,37.63,24,2329,465,1401,453,45913,0
-122.06,37.63,12,6711,1374,3388,1289,38625,1
-122.06,37.63,23,1939,356,841,364,33611,0
-122.05,37.61,16,1642,346,705,351,28971,0
-122.08,37.63,34,1619,293,1148,310,40326,0
-122.08,37.63,35,517,108,391,107,40682,0
-122.09,37.63,36,1570,274,992,249,53644,0
-122.09,37.63,35,1213,221,790,243,47019,0
-122.08,37.62,27,1826,309,1016,313,56400,1
-122.08,37.61,26,2261,443,1039,395,37931,1
-121.99,37.61,9,3666,711,2341,703,46458,1
-122.02,37.6,36,1633,345,1382,338,36940,0
-122.02,37.6,31,2155,522,1858,437,26520,0
-122.02,37.6,32,1295,280,1156,300,35000,0
-122.02,37.6,32,1295,295,1097,328,32386,0
-122.03,37.61,33,1518,302,831,268,50970,0
-122.04,37.6,17,3314,638,1873,602,43875,1
-122.06,37.6,22,3009,497,1640,514,46250,1
-122.08,37.61,6,2605,474,1568,433,50406,1
-122.06,37.6,17,5159,832,3174,817,58704,1
-122.06,37.6,18,1726,276,1186,310,53226,1
-122.08,37.59,16,1816,365,1367,355,42350,0
-122.07,37.59,13,2578,551,1680,528,48250,1
-122.08,37.58,15,2576,418,1657,410,55218,1
-122.07,37.58,16,1644,251,1033,267,65116,1
-122.07,37.58,16,1606,240,1117,268,60661,1
-122.08,37.58,16,3349,544,2003,488,60074,1
-122.07,37.59,15,3475,686,2568,653,46211,0
-122.07,37.58,16,1893,338,1461,344,52250,1
-122.04,37.59,14,1727,302,1116,273,53428,1
-122.05,37.59,15,6243,1273,3163,1274,37462,1
-122.03,37.6,24,2077,383,1488,389,45721,1
-122.02,37.59,18,1165,333,855,319,36923,1
-122.03,37.59,16,4371,889,2530,817,46786,1
-122.01,37.59,2,838,295,240,149,28750,1
-122.02,37.58,15,3052,760,2097,728,33617,0
-122.01,37.58,17,4313,717,2629,721,57579,1
-122.09,37.6,36,385,94,295,92,29706,0
-122.08,37.6,10,3046,678,2056,628,39022,0
-121.97,37.57,21,4342,783,2172,789,46146,1
-121.96,37.58,15,3575,597,1777,559,57192,1
-121.98,37.58,20,4126,1031,2079,975,36832,1
-121.99,37.58,31,2878,478,1276,485,62073,1
-122,37.58,6,4405,717,2071,688,58151,1
-122.01,37.57,14,16199,2993,8117,2847,58322,1
-122.04,37.58,14,14917,2708,8012,2606,56277,1
-122.04,37.57,12,5719,1064,3436,1057,52879,1
-122.07,37.57,8,8647,1407,5019,1379,65615,1
-122.06,37.58,15,8112,1376,4576,1348,56758,1
-122.05,37.57,7,10648,1818,6075,1797,61047,1
-121.93,37.49,5,1150,311,648,245,35714,1
-122.07,37.52,3,14014,2861,7205,2753,60824,1
-122.02,37.56,23,4332,857,2461,829,43594,1
-122.02,37.56,35,1716,312,914,316,55737,1
-122.03,37.56,31,4981,964,2841,924,48962,1
-122.03,37.56,24,8444,1492,4446,1491,46978,1
-122.01,37.56,6,3028,778,1531,736,44259,0
-122.01,37.55,26,2068,532,1434,495,33008,1
-122.02,37.55,33,1325,274,909,267,45687,0
-122.01,37.56,24,2563,485,1174,501,38179,1
-121.99,37.56,18,5505,1005,2641,971,50000,1
-121.99,37.56,20,6462,1294,3288,1235,43393,1
-121.96,37.55,4,3746,993,1606,838,41387,0
-121.97,37.56,13,8918,1823,4518,1772,48052,1
-121.97,37.54,31,1949,344,986,322,46349,0
-121.97,37.55,17,4924,1247,3080,1182,31680,0
-121.98,37.54,17,5133,1375,3386,1339,31326,1
-121.99,37.55,16,6647,2098,4649,1903,29074,1
-121.94,37.56,15,5674,748,2412,714,83996,1
-121.95,37.55,21,10687,1540,4552,1520,66478,1
-121.93,37.54,25,1354,192,596,220,66290,1
-121.94,37.54,27,3715,526,1631,538,62179,1
-121.94,37.53,33,2095,342,941,304,57610,1
-121.95,37.54,29,3517,645,1724,585,46641,1
-121.94,37.54,31,2537,382,1067,410,67599,1
-121.96,37.54,14,5106,1207,2738,1108,39909,1
-121.96,37.53,23,2215,475,1278,492,42955,1
-121.96,37.53,28,2949,529,1538,545,49615,1
-121.96,37.53,18,2375,652,1252,586,26198,1
-121.97,37.54,28,2312,496,1344,467,47135,1
-121.97,37.53,35,2277,420,1353,413,47500,0
-121.97,37.53,26,2506,387,1273,406,54299,1
-121.98,37.53,28,2829,566,1610,540,46000,1
-121.98,37.53,26,3179,703,2142,639,41947,1
-121.99,37.54,26,2332,371,1285,404,53880,1
-121.99,37.54,18,3584,715,1673,661,39444,1
-121.99,37.54,28,3046,507,1772,516,53283,1
-121.99,37.55,28,2414,415,1106,453,48403,1
-122,37.54,29,4133,744,2023,749,51616,1
-122.01,37.55,34,2791,495,1276,468,49167,1
-122,37.55,27,6103,1249,3026,1134,41591,1
-122.01,37.54,32,2572,406,1128,395,50000,1
-122,37.54,26,1910,371,852,357,58325,1
-122.01,37.53,27,1890,303,889,314,57057,1
-121.99,37.53,25,5405,939,2831,923,50423,1
-121.97,37.52,26,3761,623,1776,613,45317,1
-121.97,37.51,25,3333,511,1671,504,54359,1
-121.97,37.52,23,4925,948,2530,894,50824,1
-121.95,37.52,33,3994,764,2721,763,52308,0
-121.96,37.51,22,5811,1125,3215,1086,44107,1
-121.96,37.52,26,4211,741,2352,734,52396,1
-121.93,37.53,27,5532,973,2855,960,47478,1
-121.92,37.53,7,28258,3864,12203,3701,84045,1
-121.89,37.49,9,4909,577,1981,591,97194,1
-121.92,37.49,10,7441,1588,3571,1466,51643,0
-121.92,37.48,23,4314,676,1972,623,53813,1
-121.92,37.47,26,2016,322,1105,357,60878,1
-121.91,37.47,13,5377,744,2759,760,68680,1
-122.03,37.55,22,9167,1373,4319,1404,69920,1
-122.03,37.55,26,3087,532,1597,483,49118,1
-122.04,37.55,23,3170,532,1446,515,44357,1
-122.04,37.54,26,2145,369,1285,377,49464,1
-122.05,37.54,25,4209,731,2568,703,52882,1
-122.05,37.55,23,4247,835,2357,823,51321,1
-122.04,37.53,25,4458,922,2998,890,39667,1
-122.04,37.5,17,407,97,307,100,31696,0
-122.06,37.54,20,6483,1068,3526,1060,50838,1
-122.03,37.54,35,1867,343,1213,338,48214,0
-122.03,37.54,6,2918,672,1911,639,41406,0
-122.04,37.53,34,2316,478,1524,467,37364,0
-122.02,37.54,31,1240,264,719,236,35350,1
-122.03,37.54,16,4458,856,3038,870,50739,1
-122.03,37.53,18,1746,437,1268,404,32560,0
-122.01,37.53,19,4572,712,2346,709,60667,1
-122.02,37.53,21,4280,673,2216,681,57072,1
-122,37.51,7,6352,1390,3223,1316,49867,0
-121.92,37.72,4,7477,1576,2937,1506,51437,1
-121.92,37.72,22,4638,716,2302,687,53470,1
-121.91,37.71,25,4377,668,2038,671,57233,1
-121.93,37.72,26,3816,637,1935,642,44697,1
-121.93,37.72,26,2806,459,1453,444,49107,1
-121.93,37.71,26,4822,845,2288,805,42281,1
-121.94,37.71,15,6473,1027,2484,970,50143,1
-121.96,37.71,6,8072,1050,3386,1062,72494,1
-121.92,37.64,46,1280,209,512,208,51406,1
-121.93,37.66,24,3166,424,1081,400,83337,1
-121.92,37.69,13,3742,555,1590,559,73160,1
-121.9,37.66,18,7397,1137,3126,1115,64994,1
-121.92,37.68,23,1655,223,706,219,72211,1
-121.93,37.7,3,2456,582,793,456,44087,1
-121.91,37.69,23,2179,308,926,299,59345,1
-121.91,37.68,20,1804,254,831,260,61770,1
-121.91,37.68,18,3631,547,1700,520,58170,1
-121.91,37.69,18,2876,423,1395,427,63132,1
-121.89,37.68,12,7490,1207,3329,1136,63373,1
-121.88,37.68,23,2234,270,854,286,73330,1
-121.89,37.68,22,1898,239,734,245,62918,1
-121.88,37.67,16,4070,624,1543,577,65214,1
-121.88,37.67,25,2244,301,937,324,64524,1
-121.89,37.67,20,2948,471,1181,474,60604,1
-121.89,37.67,19,2034,288,852,295,65285,1
-121.9,37.67,15,2130,273,876,285,72639,1
-121.9,37.67,7,9540,1294,3926,1229,74353,1
-121.88,37.66,29,2702,680,1360,642,31127,1
-121.87,37.66,39,522,116,161,102,24896,1
-121.87,37.66,52,775,134,315,123,50677,1
-121.89,37.66,3,1565,464,769,461,21187,1
-121.88,37.64,20,1309,184,514,172,109506,1
-121.87,37.57,13,5519,833,2444,825,70691,1
-121.87,37.67,10,4337,800,1813,743,55000,1
-121.87,37.67,28,1812,294,853,278,49879,1
-121.85,37.68,4,4719,741,1895,742,68132,1
-121.85,37.66,14,4236,701,1833,663,56399,1
-121.86,37.66,22,3634,664,1699,640,41597,1
-121.87,37.66,27,1569,242,583,214,57519,1
-121.84,37.66,13,13182,2074,4847,1950,56417,1
-121.85,37.72,43,228,40,83,42,103203,1
-121.82,37.73,47,127,23,51,21,43472,1
-121.86,37.7,13,9621,1344,4389,1391,66827,1
-121.89,37.69,4,6159,1510,2649,1241,36200,0
-121.77,37.65,16,4290,554,1952,576,73588,1
-121.62,37.61,26,1786,306,771,279,57239,1
-121.61,37.77,32,404,74,144,58,42083,0
-121.72,37.7,17,1671,352,729,252,61023,1
-121.73,37.71,12,5608,1049,2595,1067,39864,1
-121.75,37.71,11,12070,2220,5826,2125,48624,0
-121.77,37.74,25,494,81,254,85,91531,1
-121.8,37.7,22,5533,943,2474,910,47361,1
-121.8,37.69,17,3956,639,2222,662,54324,1
-121.82,37.69,12,1906,351,802,319,49375,1
-121.76,37.69,29,3433,711,1919,709,33841,0
-121.77,37.68,36,1687,372,950,372,35532,0
-121.78,37.69,34,2358,498,1157,461,33618,0
-121.78,37.69,35,2853,588,1761,572,43533,0
-121.79,37.69,25,6296,1082,3200,1047,45357,0
-121.76,37.7,9,3980,736,1705,679,57068,1
-121.75,37.69,26,2647,536,1422,522,37212,0
-121.75,37.68,35,1755,299,702,263,52443,0
-121.76,37.68,35,1864,357,1189,349,42361,0
-121.76,37.68,32,1078,207,555,197,31856,0
-121.73,37.68,17,20354,3493,8768,3293,54496,1
-121.78,37.68,17,3112,872,1392,680,30222,0
-121.77,37.68,44,495,112,277,109,26667,0
-121.76,37.68,52,2157,418,929,419,37301,1
-121.77,37.68,41,1501,299,629,288,46806,1
-121.77,37.67,20,8068,1217,3489,1259,57907,1
-121.76,37.67,6,3023,518,1225,468,63705,1
-121.78,37.67,26,2211,344,1024,321,52649,0
-121.79,37.67,26,2163,339,947,346,60797,1
-121.78,37.67,28,1773,278,804,269,48571,1
-121.78,37.66,25,1947,418,900,354,38523,0
-121.79,37.66,22,14701,2210,6693,2232,59800,1
-119.78,38.69,17,1364,282,338,152,24500,0
-119.93,38.72,15,2061,465,573,196,22417,0
-120,38.52,16,3045,543,202,102,31500,0
-120.56,38.48,14,3545,702,946,411,34609,0
-120.59,38.45,13,2944,558,1091,466,30000,0
-120.55,38.46,16,1443,249,435,181,32031,0
-120.55,38.45,17,2277,474,767,356,25208,0
-120.55,38.43,18,1564,357,618,277,23549,0
-120.25,38.55,15,4403,891,1103,433,30125,0
-120.79,38.54,34,1133,254,495,187,20500,0
-120.8,38.51,23,1001,195,369,157,31250,0
-120.65,38.5,10,1783,337,638,262,26500,0
-120.76,38.47,17,1521,309,607,240,35000,0
-120.88,38.45,25,1374,297,657,288,25476,0
-120.79,38.43,40,1391,246,546,214,39107,0
-120.69,38.44,13,1473,265,597,228,42917,0
-120.93,38.5,15,1248,234,529,216,33393,0
-120.97,38.42,16,1748,322,4930,287,43029,0
-120.87,38.37,28,3998,765,1614,698,28125,0
-120.98,38.34,27,3471,653,1793,600,35508,0
-120.88,38.32,18,2791,492,1187,438,32589,0
-120.93,38.26,13,2084,449,834,305,32937,0
-120.72,38.42,17,5654,1085,2237,953,30465,0
-120.77,38.38,15,4221,816,1737,743,23125,0
-120.72,38.38,9,1787,347,806,306,25250,0
-120.66,38.4,18,2144,420,985,381,31750,0
-120.65,38.42,23,1538,305,730,267,26078,0
-120.62,38.39,15,3750,691,1444,603,27399,0
-120.69,38.36,19,3267,614,1252,566,27236,0
-120.71,38.34,16,1257,231,559,213,44531,0
-120.8,38.31,37,1341,256,533,242,32135,0
-121.83,39.76,12,9831,1921,4644,1775,31142,0
-121.82,39.76,23,6010,1116,2710,1149,30068,0
-121.86,39.78,12,7653,1578,3628,1494,30905,0
-121.85,39.77,17,5273,1177,2446,1199,19362,0
-121.84,39.76,14,2351,620,1215,548,23155,0
-121.86,39.76,19,7254,1785,4030,1667,20094,0
-121.89,39.76,15,10265,1860,4591,1906,30700,0
-121.88,39.74,12,14631,3298,7517,3262,16785,0
-121.87,39.75,22,1707,296,822,297,36625,0
-121.86,39.75,18,1651,309,856,293,35046,0
-121.87,39.74,7,1737,290,747,265,39000,0
